close,open,high,low,volume,Date
74424.0,74327.0,74617.0,74133.0,1824500,2023-03-13 07:00:00+07:00
74133.0,73843.0,74424.0,73166.0,1735100,2023-03-14 07:00:00+07:00
74617.0,74133.0,74811.0,74037.0,1960200,2023-03-15 07:00:00+07:00
73940.0,74521.0,74617.0,73456.0,1529200,2023-03-16 07:00:00+07:00
72101.0,73940.0,73940.0,72101.0,2432800,2023-03-17 07:00:00+07:00
71908.0,72585.0,72585.0,71714.0,1609600,2023-03-20 07:00:00+07:00
72004.0,72004.0,72682.0,71811.0,1350200,2023-03-21 07:00:00+07:00
72004.0,72198.0,72295.0,72004.0,900200,2023-03-22 07:00:00+07:00
72875.0,71908.0,72875.0,71617.0,1285000,2023-03-23 07:00:00+07:00
72585.0,72585.0,73069.0,72391.0,932300,2023-03-24 07:00:00+07:00
72198.0,72585.0,72585.0,71908.0,1371500,2023-03-27 07:00:00+07:00
72004.0,72101.0,72875.0,72004.0,1650000,2023-03-28 07:00:00+07:00
72488.0,72295.0,72488.0,72004.0,907400,2023-03-29 07:00:00+07:00
72585.0,72295.0,72972.0,72198.0,838700,2023-03-30 07:00:00+07:00
72004.0,72585.0,72972.0,72004.0,1076100,2023-03-31 07:00:00+07:00
72004.0,72198.0,72488.0,71811.0,850600,2023-04-03 07:00:00+07:00
71811.0,72004.0,72101.0,71811.0,1819000,2023-04-04 07:00:00+07:00
72101.0,71811.0,72391.0,71714.0,963400,2023-04-05 07:00:00+07:00
71908.0,72004.0,72198.0,71908.0,905600,2023-04-06 07:00:00+07:00
72295.0,72004.0,72295.0,71908.0,794400,2023-04-07 07:00:00+07:00
72004.0,72295.0,72295.0,72004.0,832700,2023-04-10 07:00:00+07:00
72004.0,71908.0,72101.0,71714.0,782800,2023-04-11 07:00:00+07:00
71908.0,72004.0,72004.0,71617.0,979100,2023-04-12 07:00:00+07:00
71133.0,71908.0,72004.0,71133.0,889600,2023-04-13 07:00:00+07:00
70456.0,71230.0,71327.0,70456.0,1294000,2023-04-14 07:00:00+07:00
69391.0,70456.0,70553.0,69391.0,1365400,2023-04-17 07:00:00+07:00
70649.0,69488.0,70649.0,69488.0,931800,2023-04-18 07:00:00+07:00
69682.0,70746.0,70746.0,69682.0,816300,2023-04-19 07:00:00+07:00
69585.0,69778.0,70262.0,69488.0,822300,2023-04-20 07:00:00+07:00
68617.0,69682.0,69682.0,68520.0,1107600,2023-04-21 07:00:00+07:00
68230.0,68714.0,68811.0,67940.0,1134600,2023-04-24 07:00:00+07:00
67649.0,68230.0,69101.0,67552.0,1370200,2023-04-25 07:00:00+07:00
68714.0,67746.0,68714.0,67746.0,941600,2023-04-26 07:00:00+07:00
67262.0,68714.0,68714.0,67262.0,1369100,2023-04-27 07:00:00+07:00
67746.0,67552.0,67940.0,67456.0,1116700,2023-04-28 07:00:00+07:00
66391.0,67746.0,67746.0,66198.0,2657800,2023-05-04 07:00:00+07:00
66585.0,66391.0,66972.0,66391.0,712200,2023-05-05 07:00:00+07:00
68133.0,66778.0,68133.0,66778.0,1227700,2023-05-08 07:00:00+07:00
68423.0,68520.0,68714.0,68230.0,871300,2023-05-09 07:00:00+07:00
68230.0,68520.0,68811.0,68230.0,951600,2023-05-10 07:00:00+07:00
67746.0,68230.0,68617.0,67746.0,447300,2023-05-11 07:00:00+07:00
67359.0,68133.0,68133.0,67262.0,1214100,2023-05-12 07:00:00+07:00
66778.0,67649.0,67649.0,66778.0,1537800,2023-05-15 07:00:00+07:00
67456.0,66778.0,67456.0,66778.0,1380300,2023-05-16 07:00:00+07:00
66778.0,67456.0,67456.0,66585.0,1869200,2023-05-17 07:00:00+07:00
66972.0,66778.0,67746.0,66294.0,2496400,2023-05-18 07:00:00+07:00
66391.0,67165.0,67262.0,66391.0,1203800,2023-05-19 07:00:00+07:00
66004.0,66488.0,66778.0,66004.0,1698000,2023-05-22 07:00:00+07:00
64843.0,65810.0,66198.0,64843.0,2935700,2023-05-23 07:00:00+07:00
64165.00000000001,64938.99999999999,65230.00000000001,63972.0,2350000,2023-05-24 07:00:00+07:00
64938.99999999999,64068.0,65327.0,63875.0,1305500,2023-05-25 07:00:00+07:00
64938.99999999999,65230.00000000001,65810.0,64938.99999999999,904500,2023-05-26 07:00:00+07:00
64938.99999999999,65132.99999999999,65519.99999999999,64938.99999999999,1043600,2023-05-29 07:00:00+07:00
64358.99999999999,64938.99999999999,65230.00000000001,64358.99999999999,1770500,2023-05-30 07:00:00+07:00
63972.0,64649.0,64649.0,63972.0,1466600,2023-05-31 07:00:00+07:00
63972.0,63972.0,64358.99999999999,63875.0,1214500,2023-06-01 07:00:00+07:00
63778.0,64068.0,64165.00000000001,63391.0,2969700,2023-06-02 07:00:00+07:00
64358.99999999999,64358.99999999999,65036.0,64068.0,3323000,2023-06-05 07:00:00+07:00
64262.0,64745.99999999999,64745.99999999999,63875.0,3423000,2023-06-06 07:00:00+07:00
64068.0,64358.99999999999,64552.00000000001,63875.0,3719000,2023-06-07 07:00:00+07:00
63391.0,64358.99999999999,64358.99999999999,63391.0,5036500,2023-06-08 07:00:00+07:00
63681.0,63488.0,64358.99999999999,63391.0,2080200,2023-06-09 07:00:00+07:00
65714.0,63875.0,65810.0,63875.0,5450300,2023-06-12 07:00:00+07:00
65423.0,65907.0,66101.0,65327.0,4943400,2023-06-13 07:00:00+07:00
64938.99999999999,65519.99999999999,66004.0,64938.99999999999,4910200,2023-06-14 07:00:00+07:00
64165.00000000001,65132.99999999999,65230.00000000001,64068.0,4687800,2023-06-15 07:00:00+07:00
63972.0,64358.99999999999,64455.0,63875.0,5993000,2023-06-16 07:00:00+07:00
63681.0,64165.00000000001,64455.0,63488.0,3279400,2023-06-19 07:00:00+07:00
63391.0,63778.0,63778.0,63391.0,2963000,2023-06-20 07:00:00+07:00
64165.00000000001,63488.0,64165.00000000001,63391.0,3490900,2023-06-21 07:00:00+07:00
64745.99999999999,64358.99999999999,65132.99999999999,64165.00000000001,5610600,2023-06-22 07:00:00+07:00
66875.0,64843.0,67262.0,64843.0,11958000,2023-06-23 07:00:00+07:00
68327.0,67069.0,68423.0,66101.0,10737800,2023-06-26 07:00:00+07:00
68230.0,68520.0,68520.0,67359.0,5978900,2023-06-27 07:00:00+07:00
68327.0,68230.0,68617.0,67456.0,6154700,2023-06-28 07:00:00+07:00
69585.0,68327.0,70069.0,67843.0,7698400,2023-06-29 07:00:00+07:00
68714.0,69585.0,69682.0,68520.0,3645000,2023-06-30 07:00:00+07:00
68423.0,68811.0,69101.0,68036.0,3186200,2023-07-03 07:00:00+07:00
68327.0,68230.0,68907.0,67843.0,4781600,2023-07-04 07:00:00+07:00
67552.0,68520.0,68520.0,67359.0,6659200,2023-07-05 07:00:00+07:00
68230.0,67649.0,68423.0,67552.0,7631000,2023-07-06 07:00:00+07:00
68617.0,68423.0,68907.0,68133.0,5780500,2023-07-07 07:00:00+07:00
69778.0,69101.0,70359.0,68907.0,6171100,2023-07-10 07:00:00+07:00
70456.0,69778.0,71037.0,69391.0,5702300,2023-07-11 07:00:00+07:00
71133.0,70553.0,71133.0,70262.0,4195800,2023-07-12 07:00:00+07:00
70746.0,71037.0,71424.0,70553.0,3783500,2023-07-13 07:00:00+07:00
70940.0,70843.0,71037.0,69778.0,5209700,2023-07-14 07:00:00+07:00
69972.0,70649.0,71230.0,69875.0,3922800,2023-07-17 07:00:00+07:00
70069.0,70166.0,70262.0,69875.0,2930000,2023-07-18 07:00:00+07:00
70262.0,70166.0,70649.0,70069.0,2945100,2023-07-19 07:00:00+07:00
70262.0,70262.0,70456.0,69972.0,2600700,2023-07-20 07:00:00+07:00
71133.0,70262.0,71133.0,70166.0,3341800,2023-07-21 07:00:00+07:00
71230.0,71133.0,71617.0,70940.0,2535300,2023-07-24 07:00:00+07:00
72101.0,71230.0,72295.0,70746.0,4245900,2023-07-25 07:00:00+07:00
72585.0,72004.0,72779.0,71908.0,3189700,2023-07-26 07:00:00+07:00
73262.0,72585.0,73359.0,72391.0,4178200,2023-07-27 07:00:00+07:00
74908.0,73359.0,75198.0,73166.0,5473600,2023-07-28 07:00:00+07:00
75488.0,74811.0,75876.0,74714.0,3364900,2023-07-31 07:00:00+07:00
73553.0,75488.0,75488.0,73553.0,5730800,2023-08-01 07:00:00+07:00
73650.0,73553.0,74037.0,72875.0,2678900,2023-08-02 07:00:00+07:00
72600.0,74100.0,74100.0,72600.0,2917600,2023-08-03 07:00:00+07:00
73000.0,72500.0,73000.0,72000.0,3165200,2023-08-04 07:00:00+07:00
74900.0,72900.0,74900.0,72300.0,4317900,2023-08-07 07:00:00+07:00
74500.0,74700.0,74900.0,73900.0,3430500,2023-08-08 07:00:00+07:00
73100.0,74500.0,74500.0,72800.0,3705000,2023-08-09 07:00:00+07:00
73100.0,73100.0,74000.0,72900.0,2733200,2023-08-10 07:00:00+07:00
73500.0,73100.0,73500.0,72400.0,2181300,2023-08-11 07:00:00+07:00
73400.0,73400.0,73500.0,72500.0,3066500,2023-08-14 07:00:00+07:00
72800.0,72900.0,73400.0,72700.0,2219700,2023-08-15 07:00:00+07:00
73100.0,72800.0,73500.0,72500.0,2083900,2023-08-16 07:00:00+07:00
73600.0,73100.0,74500.0,72900.0,4580900,2023-08-17 07:00:00+07:00
73300.0,73500.0,74800.0,72100.0,7106200,2023-08-18 07:00:00+07:00
72900.0,72700.0,73800.0,72700.0,3055200,2023-08-21 07:00:00+07:00
72700.0,73200.0,73200.0,71100.0,3075100,2023-08-22 07:00:00+07:00
73500.0,72400.0,73600.0,71600.0,3072800,2023-08-23 07:00:00+07:00
74700.0,73500.0,74900.0,73000.0,4419900,2023-08-24 07:00:00+07:00
74900.0,75300.0,75300.0,74300.0,2751400,2023-08-25 07:00:00+07:00
77900.0,75000.0,78100.0,75000.0,5466800,2023-08-28 07:00:00+07:00
77400.0,77500.0,77600.0,76200.0,4199900,2023-08-29 07:00:00+07:00
77800.0,77000.0,78500.0,76500.0,2659700,2023-08-30 07:00:00+07:00
77800.0,77500.0,78900.0,77100.0,3836000,2023-08-31 07:00:00+07:00
80100.0,78500.0,80500.0,78100.0,6839900,2023-09-05 07:00:00+07:00
80000.0,80100.0,80100.0,79500.0,2280400,2023-09-06 07:00:00+07:00
79500.0,79900.0,80000.0,78600.0,3526700,2023-09-07 07:00:00+07:00
80000.0,79200.0,80100.0,79100.0,2774900,2023-09-08 07:00:00+07:00
79500.0,80000.0,81100.0,77600.0,4234900,2023-09-11 07:00:00+07:00
80300.0,79000.0,80700.0,78300.0,2668500,2023-09-12 07:00:00+07:00
79100.0,79600.0,80300.0,78700.0,2507000,2023-09-13 07:00:00+07:00
79400.0,78500.0,80000.0,78400.0,2482600,2023-09-14 07:00:00+07:00
79500.0,79400.0,81200.0,79000.0,5614800,2023-09-15 07:00:00+07:00
78900.0,79100.0,79800.0,78700.0,1322100,2023-09-18 07:00:00+07:00
78900.0,78500.0,78900.0,77400.0,2571700,2023-09-19 07:00:00+07:00
78300.0,78400.0,78800.0,78000.0,1842800,2023-09-20 07:00:00+07:00
78000.0,78100.0,78300.0,77300.0,2537900,2023-09-21 07:00:00+07:00
77500.0,77100.0,78300.0,75800.0,4244900,2023-09-22 07:00:00+07:00
77600.0,77200.0,78500.0,76700.0,2755500,2023-09-25 07:00:00+07:00
76100.0,77600.0,78000.0,76000.0,2534600,2023-09-26 07:00:00+07:00
76600.0,76300.0,76600.0,74800.0,2273300,2023-09-27 07:00:00+07:00
74800.0,76100.0,76400.0,74800.0,1889300,2023-09-28 07:00:00+07:00
74200.0,75000.0,76400.0,74200.0,1403900,2023-09-29 07:00:00+07:00
75600.0,74200.0,75600.0,74200.0,1159900,2023-10-02 07:00:00+07:00
74000.0,74600.0,75100.0,73900.0,1993700,2023-10-03 07:00:00+07:00
74400.0,73600.0,74600.0,73400.0,1077900,2023-10-04 07:00:00+07:00
72700.0,74100.0,74400.0,72700.0,2571400,2023-10-05 07:00:00+07:00
74200.0,72700.0,74200.0,72600.0,1227000,2023-10-06 07:00:00+07:00
73700.0,74000.0,74100.0,73600.0,830900,2023-10-09 07:00:00+07:00
74400.0,74300.0,75000.0,74000.0,1023900,2023-10-10 07:00:00+07:00
74400.0,74600.0,74800.0,74000.0,1134400,2023-10-11 07:00:00+07:00
75500.0,74500.0,75900.0,74500.0,2534800,2023-10-12 07:00:00+07:00
75800.0,75400.0,76300.0,75000.0,1487000,2023-10-13 07:00:00+07:00
75200.0,75100.0,75800.0,74700.0,1344400,2023-10-16 07:00:00+07:00
74800.0,75300.0,76100.0,74800.0,1421900,2023-10-17 07:00:00+07:00
73900.0,74800.0,74800.0,73200.0,329200,2023-10-18 07:00:00+07:00
